Scientific Name,Common Name,Plant Type,URL,Soil PH,Sun/Shade Conditions,Image,Summary,Soil Moisture
Asclepias purpurascens,Purple Milkweed,perennial ,https://mtcubacenter.org/plants/purple-milkweed/,adaptable ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Asclepias-purpurascens_38121-960x700.jpg,"Purple milkweed is an attractive and robust herbaceous perennial plant reaching 2-4’ tall producing attractive terminal clusters of purple flowers from late spring into summer. It tends to be a clumping plant that spreads less aggressively than other milkweed species.  The large, oval, leathery foliage of purple milkweed also develops pinkish accents on the margins and along the leaf veins. This milkweed performs well in partial shade to full sun and prefers moist well-drained soils unlike some species that are more drought tolerant.  Purple milkweed is an excellent meadow companion that combines well with Gentiana clausa, Schizachyrium scoparium, Veronicastrum virginicum, and Liatris spicata.","average, moist "
Phacelia bipinnatifida,Purple Phacelia,biennial ,https://mtcubacenter.org/plants/purple-phacelia/,"acidic, adaptable ","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Phacelia_bipinnatifida_1.jpg,"Purple phacelia, a relatively unknown biennial, can be used to quickly cover a large area in a sea of foliage and flowers. The divided leaves grow to a height of 5” the first summer and linger until late fall. The following spring, they re-emerge, culminating in 12-15” tall plants covered with masses of purple flowers that last for about a month. Purple phacelia readily self-sows thereby assuring a continuous display. It tolerates most soil types and grows best in part shade. Stylophorum diphyllum and Polystichum acrostichoides complement purple phacelia. Fall bloomers like Solidago caesia and Symphyotrichum oblongifolium provide a color contrast mingling with the green leaves of purple phacelia.","average, moist "
Baptisia ‘Purple Smoke’,Purple Smoke Wild Indigo,perennial ,https://mtcubacenter.org/plants/purple-smoke-wild-indigo/,"acidic, adaptable, alkaline ","filtered-shade, full-sun ",,"Blooming in mid-May, this hybrid cultivar is a striking and fast-growing addition to the spring garden. Purple Smoke false indigo inherits its flower color from Baptisia australis and charcoal stems and gray-green foliage from Baptisia alba. The smoky violet 18? long terminal flower clusters, borne on 3-4’ tall plants, provides a strong vertical statement in the back of the garden border or as a specimen. Like other baptisias, this plant prefers full sun and well-drained slightly acidic to alkaline soils. Purple Smoke false indigo is a splendid companion planted with Amsonia hubrichtii, Ascelpias incarnata, Schizachyrium scoparium, Sorghastrum nutans, Gillenia stipulata, and Euphorbia spp.","average, dry "
Houstonia caerulea,Quaker Ladies,perennial ,https://mtcubacenter.org/plants/quaker-ladies/,acidic ,"partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Houstonia_caerulea_1.jpg,"The masses of delicate diminutive flowers of Quaker ladies are a wondrous sight in early spring. The pale blue blossoms with yellow centers arise from dense clusters of tiny leaves and are held on slender stems up to 4? tall. Plants form mat-like clusters that create a carpet of delicate color suspended above the garden floor. Quaker ladies thrive on shady slopes and windswept garden edges where soils are well-drained and bare or moss-covered with minimal competition. Low competition plants such as Sanguinaria canadensis, Hexastylis species, Aquilegia canadensis, Dodecatheon meadia, Hypoxis hirsuta, and several fern species make attractive companions.","average, dry "
Symphyotrichum oblongifolium ‘Raydon’s Favorite’,Raydon’s Favorite Aromatic Aster,perennial ,https://mtcubacenter.org/plants/raydons-favorite-aromatic-aster/,adaptable ,full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_oblongifolium_Raydons_Favorite_1.jpg,"Raydon’s Favorite aromatic aster is one of our most reliable native perennial asters.  It has a strikingly beautiful mounded appearance with masses of violet-blue, daisy-like flowers on 2-3’ tall multi-stemmed plants in mid to late autumn. Symphyotrichum oblongifolium ‘Raydon’s Favorite’ prefers full sun in well-drained soils that are alkaline to slightly acidic. Raydon’s Favorite aromatic aster, like many of its relatives, is a preferred nectar source for many butterfly species and therefore is a joy to observe when flowering. It provides an outstanding floral display in both the perennial and mixed borders with companions such as Solidago speciosa, Rudbeckia fulgida, Chrysopsis mariana, Baptisia alba, and Symphyotrichum laeve.","average, dry "
Aesculus pavia,Red Buckeye,"shrub, tree ",https://mtcubacenter.org/plants/red-buckeye/,"acidic, adaptable ","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Aesculus_pavia_1.jpg,"Red buckeye reveals its vivid red tubular flowers arranged in large terminal racemes just in time for the return of the ruby-throated hummingbirds. Typically growing in moist, fertile soil as an understory tree, this 10-20’ tall tree is adaptable to full sun and drier conditions. The glossy green, palm-shaped leaves lend a tropical texture to any garden. Set off the pest-free foliage with a backdrop of a Pinus strobus or combine with larger woodland trees such as Liriodendron tulipifera and Carya ovata. Plant red buckeye with other plants that attract hummingbirds including Aquilegia canadensis, Spigelia marilandica, Monarda didyma, and Lobelia cardinalis.","average, dry, moist "
Aronia arbutifolia,Red Chokeberry,shrub ,https://mtcubacenter.org/plants/red-chokeberry/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Aronia_arbutifolia_1_1.jpg,"Red chokeberry is a multi-stemmed, deciduous shrub with several seasons of interest and deserves greater use in the garden. It bears numerous clusters of attractive small, white, flowers in spring. In autumn it produces a fabulous display of glossy red fruit and brilliant red fall foliage. This colonizing shrub grows 5-10’ feet tall and about 4’ wide. It performs well in full sun to filtered shade and grows well in a variety of soil types. Aronia arbutifolia is also tolerant of wide ranges in soil moisture from wet to dry. Red chokeberry integrates nicely with Amelanchier obovalis, Chionanthus virginicus, Itea virginica, Lobelia cardinalis, Magnolia virginiana, and Ilex verticillata.","average, dry, moist, wet "
Acer rubrum,Red Maple,tree ,https://mtcubacenter.org/plants/red-maple/,"acidic, adaptable ","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Acer_rubrum_1.jpg,"Red maple is a handsome and adaptable deciduous shade tree. Known for its vivid red fall color, red maple also has distinctive red buds and flowers that are a herald of spring. Acer rubrum, with its smooth gray bark, has an upright oval shape when young, becoming open and spreading with age. It will grow 40-80’ tall and is fast growing in youth. While red maple prefers acidic, wet to moist soils, it is adapted to most garden conditions. Fall color varies from brilliant red to clear yellow. It can be a challenge to grow plants beneath the dense root system of red maple. Even so, several plants make good companions, including Claytonia virginica, Enemion biternatum, Dennstaedtia punctilobula, Viburnum acerifolium, Leucothoe fontanesiana, and Polystichum acrostichoides.","average, dry, moist, wet "
Cercis canadensis,Redbud,tree ,https://mtcubacenter.org/plants/redbud/,"adaptable, alkaline ","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Cercis_canadensis_2.jpg,"Cercis canadensis is a small ornamental tree that can be used in the landscape as a specimen or placed in naturalistic groups at the edge of the woodland. Clusters of rose-purple flowers line the stems before the foliage emerges in late April and persist for 2 to 3 weeks. The heart-shaped leaves are a cool blue-green and the bark may develop interesting orange streaks with age. Redbud typically develops a rounded habit as it matures. Grow this tree in partial shade to full sun and preferably in moist, well drained, neutral or slightly alkaline soils, but it is adaptable to dry conditions. For a delightful spring combination use redbud with Cornus florida, Rhododendron vaseyi, Neviusia alabamensis, and Mertensia virginica.","average, dry, moist "
Tradescantia ohiensis,Reflexed Spiderwort,perennial ,https://mtcubacenter.org/plants/reflexed-spiderwort/,"acidic, adaptable, alkaline ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Tradescantia_ohiensis_2.jpg,"Reflexed spiderwort is a robust, multi-stemmed, perennial that makes an excellent garden addition. In late summer, this spiderwort produces attractive blue to violet-blue three-petaled 1” diameter flowers atop plants 2½-3’ tall. With its sword-like blue-green foliage and upright arching habit, reflexed spiderwort combines well with other foliage textures in the garden. It grows well in full sun to filtered shade and in a wide range of soils from alkaline to acidic that are well-drained to quite dry. Combine reflexed spiderwort with Liatris microcephala, Packera anonyma, Schizachyrium scoparium, Callicarpa americana, Phlox pilosa ssp. ozarkana, and Chrysogonum virginianum.","average, dry "
Rhododendron arborescens var. richardsonii,Richardson’s Sweet Azalea,shrub ,https://mtcubacenter.org/plants/richardsons-sweet-azalea/,acidic ,"filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rhododendron_arborescens_var_richardsonii_1.jpg,"This sweetly fragrant and broad spreading shrub is the perfect addition to the summer garden. Beginning in June, Richardson’s sweet azalea produces masses of white flowers borne on a broadly rounded plant that grows up to 4? tall and 6? wide. Richardson’s sweet azalea is tolerant of light shade to full sun in acidic, well-drained soils. In autumn this azalea develops striking bronze to scarlet fall foliage color that adds to its ornamental value. Rhododendron arborescens var. richardsonii can be incorporated in the garden as a companion or used as a specimen plant. It is striking when planted with Xanthorhiza simplicissima, Leucothoe axillaris, Kalmia latifolia, Geum lobatum, Viola labradorica, and Carex laxiculmis Bunny Blue™.","average, dry, moist "
Erigeron pulchellus,Robin’s Plantain,perennial ,https://mtcubacenter.org/plants/robins-plantain/,adaptable ,"filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Erigeron_pulchellus_1.jpg,"Robin’s plantain is a little-known but very attractive slow-spreading herbaceous perennial worthy of wider use for spring flowering in the garden. White to lavender, 1-2” wide daisy-like flowers. The flowering stems emerge from 6-8” long basal leaves, growing to a height of 18-24”. Over time plants form dense masses and can be quite showy when flowering. Do not confuse this with other Erigerons which seed prolifically. Robin’s plantain performs well in part shade on well-drained to dry soils and is pH adaptable. In the garden, this plant combines nicely with Carex plantaginea, Polystichum acrostichoides, Packera aurea, and Geum fragarioides.","average, dry "
